,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
48,wi,smoothed_cli,2020-10-24,,2020-10-29,5,1.0061074,0.1190216,5559.0045,state,fb-survey
49,wv,smoothed_cli,2020-10-24,,2020-10-29,5,1.1813,0.2181004,2023.1534,state,fb-survey
50,wy,smoothed_cli,2020-10-24,,2020-10-29,5,1.5670466,0.4188753,701.9703,state,fb-survey
0,ak,smoothed_cli,2020-10-25,,2020-10-30,5,1.2839138,0.3787393,767.0,state,fb-survey
1,al,smoothed_cli,2020-10-25,,2020-10-30,5,1.1213046,0.1638241,3208.0914,state,fb-survey
2,ar,smoothed_cli,2020-10-25,,2020-10-30,5,1.0189726,0.1829842,2340.2499,state,fb-survey
3,az,smoothed_cli,2020-10-25,,2020-10-30,5,0.7623755,0.1104812,4804.4842,state,fb-survey
4,ca,smoothed_cli,2020-10-25,,2020-10-30,5,0.4889946,0.0466184,17510.23,state,fb-survey
5,co,smoothed_cli,2020-10-25,,2020-10-30,5,0.7939013,0.1140067,4612.8478,state,fb-survey
6,ct,smoothed_cli,2020-10-25,,2020-10-30,5,0.6209332,0.1193738,3595.0,state,fb-survey
7,dc,smoothed_cli,2020-10-25,,2020-10-30,5,0.3296703,0.2678465,455.0,state,fb-survey
8,de,smoothed_cli,2020-10-25,,2020-10-30,5,0.4076087,0.1854789,920.0,state,fb-survey
9,fl,smoothed_cli,2020-10-25,,2020-10-30,5,0.536209,0.0529435,14712.9996,state,fb-survey
10,ga,smoothed_cli,2020-10-25,,2020-10-30,5,0.8204202,0.1020462,5779.939,state,fb-survey
11,hi,smoothed_cli,2020-10-25,,2020-10-30,5,0.486827,0.2368992,873.0,state,fb-survey
12,ia,smoothed_cli,2020-10-25,,2020-10-30,5,0.9768169,0.1564187,3369.213,state,fb-survey
13,id,smoothed_cli,2020-10-25,,2020-10-30,5,1.0880977,0.2034361,1834.9149,state,fb-survey
14,il,smoothed_cli,2020-10-25,,2020-10-30,5,0.6862093,0.0730431,9975.0214,state,fb-survey
15,in,smoothed_cli,2020-10-25,,2020-10-30,5,0.9862869,0.1136185,5731.0028,state,fb-survey
16,ks,smoothed_cli,2020-10-25,,2020-10-30,5,0.7617765,0.1504592,2565.9427,state,fb-survey
17,ky,smoothed_cli,2020-10-25,,2020-10-30,5,0.6184007,0.1056314,3668.4349,state,fb-survey
18,la,smoothed_cli,2020-10-25,,2020-10-30,5,0.7073082,0.1315297,3146.1829,state,fb-survey
19,ma,smoothed_cli,2020-10-25,,2020-10-30,5,0.4378938,0.0902023,4604.0125,state,fb-survey
20,md,smoothed_cli,2020-10-25,,2020-10-30,5,0.2691339,0.0677194,3566.9978,state,fb-survey
21,me,smoothed_cli,2020-10-25,,2020-10-30,5,0.6224836,0.1829112,1573.0,state,fb-survey
22,mi,smoothed_cli,2020-10-25,,2020-10-30,5,0.7726544,0.0806717,9049.9947,state,fb-survey
23,mn,smoothed_cli,2020-10-25,,2020-10-30,5,0.781305,0.1238947,4209.9994,state,fb-survey
24,mo,smoothed_cli,2020-10-25,,2020-10-30,5,1.2154328,0.1481229,4556.7918,state,fb-survey
25,ms,smoothed_cli,2020-10-25,,2020-10-30,5,0.9120262,0.1707056,2098.3935,state,fb-survey
26,mt,smoothed_cli,2020-10-25,,2020-10-30,5,1.5563703,0.2981466,1432.2464,state,fb-survey
27,nc,smoothed_cli,2020-10-25,,2020-10-30,5,0.6886145,0.086564,7479.0084,state,fb-survey
28,nd,smoothed_cli,2020-10-25,,2020-10-30,5,2.2215205,0.5069608,786.7852,state,fb-survey
29,ne,smoothed_cli,2020-10-25,,2020-10-30,5,1.8241373,0.2808563,1824.5282,state,fb-survey
30,nh,smoothed_cli,2020-10-25,,2020-10-30,5,0.4548763,0.1419786,1603.0,state,fb-survey
31,nj,smoothed_cli,2020-10-25,,2020-10-30,5,0.4343609,0.0798891,5394.9988,state,fb-survey
32,nm,smoothed_cli,2020-10-25,,2020-10-30,5,0.9499487,0.2067683,1830.534,state,fb-survey
33,nv,smoothed_cli,2020-10-25,,2020-10-30,5,0.8810803,0.2046976,1741.8044,state,fb-survey
34,ny,smoothed_cli,2020-10-25,,2020-10-30,5,0.3107253,0.0466705,11226.9998,state,fb-survey
35,oh,smoothed_cli,2020-10-25,,2020-10-30,5,0.6454518,0.0701489,9657.0034,state,fb-survey
36,ok,smoothed_cli,2020-10-25,,2020-10-30,5,1.2534856,0.1656438,3494.1116,state,fb-survey
37,or,smoothed_cli,2020-10-25,,2020-10-30,5,0.4166383,0.08795,3814.188,state,fb-survey
38,pa,smoothed_cli,2020-10-25,,2020-10-30,5,0.6436224,0.069412,10511.006,state,fb-survey
39,ri,smoothed_cli,2020-10-25,,2020-10-30,5,0.5670886,0.2162171,963.9875,state,fb-survey
40,sc,smoothed_cli,2020-10-25,,2020-10-30,5,0.6738668,0.1118704,4279.0027,state,fb-survey
41,sd,smoothed_cli,2020-10-25,,2020-10-30,5,1.9692062,0.3981974,982.8202,state,fb-survey
42,tn,smoothed_cli,2020-10-25,,2020-10-30,5,1.0374577,0.1260608,5167.5478,state,fb-survey
43,tx,smoothed_cli,2020-10-25,,2020-10-30,5,0.9623951,0.0684073,15853.0325,state,fb-survey
44,ut,smoothed_cli,2020-10-25,,2020-10-30,5,1.2446432,0.1927665,2603.1242,state,fb-survey
45,va,smoothed_cli,2020-10-25,,2020-10-30,5,0.6810942,0.0899611,6258.5121,state,fb-survey
46,vt,smoothed_cli,2020-10-25,,2020-10-30,5,0.262768,0.1649465,772.0011,state,fb-survey
47,wa,smoothed_cli,2020-10-25,,2020-10-30,5,0.4668532,0.0788084,6205.9563,state,fb-survey
48,wi,smoothed_cli,2020-10-25,,2020-10-30,5,1.0315441,0.1230293,5430.0044,state,fb-survey
49,wv,smoothed_cli,2020-10-25,,2020-10-30,5,1.0600375,0.2120556,1940.153,state,fb-survey
50,wy,smoothed_cli,2020-10-25,,2020-10-30,5,1.5895688,0.419867,677.9846,state,fb-survey
0,ak,smoothed_cli,2020-10-26,,2020-10-31,5,1.3046308,0.3706542,776.0,state,fb-survey
1,al,smoothed_cli,2020-10-26,,2020-10-31,5,1.210559,0.1706213,3170.0699,state,fb-survey
2,ar,smoothed_cli,2020-10-26,,2020-10-31,5,1.124636,0.1934486,2301.3226,state,fb-survey
3,az,smoothed_cli,2020-10-26,,2020-10-31,5,0.7355762,0.1084658,4713.9383,state,fb-survey
4,ca,smoothed_cli,2020-10-26,,2020-10-31,5,0.5315113,0.0494924,17218.1511,state,fb-survey
5,co,smoothed_cli,2020-10-26,,2020-10-31,5,0.6977693,0.1043719,4490.8476,state,fb-survey
6,ct,smoothed_cli,2020-10-26,,2020-10-31,5,0.5344279,0.1107228,3522.0,state,fb-survey
7,dc,smoothed_cli,2020-10-26,,2020-10-31,5,0.2227171,0.2480094,449.0,state,fb-survey
8,de,smoothed_cli,2020-10-26,,2020-10-31,5,0.4204036,0.1912747,892.0,state,fb-survey
9,fl,smoothed_cli,2020-10-26,,2020-10-31,5,0.5379499,0.0539487,14384.9996,state,fb-survey
10,ga,smoothed_cli,2020-10-26,,2020-10-31,5,0.7878193,0.1012469,5702.9451,state,fb-survey
11,hi,smoothed_cli,2020-10-26,,2020-10-31,5,0.4640371,0.2382298,862.0,state,fb-survey
12,ia,smoothed_cli,2020-10-26,,2020-10-31,5,0.803138,0.1426046,3274.1062,state,fb-survey
13,id,smoothed_cli,2020-10-26,,2020-10-31,5,1.2512674,0.2252259,1817.7758,state,fb-survey
14,il,smoothed_cli,2020-10-26,,2020-10-31,5,0.6832274,0.0746802,9751.0216,state,fb-survey
15,in,smoothed_cli,2020-10-26,,2020-10-31,5,0.9763662,0.114756,5590.0027,state,fb-survey
16,ks,smoothed_cli,2020-10-26,,2020-10-31,5,0.8689352,0.1633404,2517.9726,state,fb-survey
17,ky,smoothed_cli,2020-10-26,,2020-10-31,5,0.6307459,0.1076955,3612.4378,state,fb-survey
18,la,smoothed_cli,2020-10-26,,2020-10-31,5,0.8618411,0.1463361,3075.1836,state,fb-survey
19,ma,smoothed_cli,2020-10-26,,2020-10-31,5,0.4505306,0.0902473,4539.012,state,fb-survey
20,md,smoothed_cli,2020-10-26,,2020-10-31,5,0.3191769,0.0765317,3467.9976,state,fb-survey
21,me,smoothed_cli,2020-10-26,,2020-10-31,5,0.6391742,0.1861802,1558.0,state,fb-survey
22,mi,smoothed_cli,2020-10-26,,2020-10-31,5,0.7855609,0.0804963,8967.9952,state,fb-survey
23,mn,smoothed_cli,2020-10-26,,2020-10-31,5,0.775587,0.1246461,4125.2133,state,fb-survey
24,mo,smoothed_cli,2020-10-26,,2020-10-31,5,1.1653902,0.1463265,4530.8042,state,fb-survey
25,ms,smoothed_cli,2020-10-26,,2020-10-31,5,0.9866331,0.1862788,2033.8757,state,fb-survey
26,mt,smoothed_cli,2020-10-26,,2020-10-31,5,1.75478,0.3245688,1411.2697,state,fb-survey
27,nc,smoothed_cli,2020-10-26,,2020-10-31,5,0.6786055,0.0873754,7343.0087,state,fb-survey
28,nd,smoothed_cli,2020-10-26,,2020-10-31,5,2.4095376,0.5170963,787.7331,state,fb-survey
29,ne,smoothed_cli,2020-10-26,,2020-10-31,5,1.7622299,0.2811356,1756.6205,state,fb-survey
30,nh,smoothed_cli,2020-10-26,,2020-10-31,5,0.4294218,0.1331269,1568.0,state,fb-survey
31,nj,smoothed_cli,2020-10-26,,2020-10-31,5,0.3533365,0.0721275,5367.9989,state,fb-survey
32,nm,smoothed_cli,2020-10-26,,2020-10-31,5,0.9067971,0.1976787,1815.1841,state,fb-survey
33,nv,smoothed_cli,2020-10-26,,2020-10-31,5,0.8508621,0.2030917,1686.1562,state,fb-survey
34,ny,smoothed_cli,2020-10-26,,2020-10-31,5,0.2994963,0.0471947,10897.9998,state,fb-survey
35,oh,smoothed_cli,2020-10-26,,2020-10-31,5,0.6764727,0.0721954,9463.0028,state,fb-survey
36,ok,smoothed_cli,2020-10-26,,2020-10-31,5,1.154186,0.1594726,3447.111,state,fb-survey
37,or,smoothed_cli,2020-10-26,,2020-10-31,5,0.3520349,0.0807285,3818.0766,state,fb-survey
38,pa,smoothed_cli,2020-10-26,,2020-10-31,5,0.6417124,0.0699968,10236.0061,state,fb-survey
39,ri,smoothed_cli,2020-10-26,,2020-10-31,5,0.5682673,0.2166642,961.988,state,fb-survey
40,sc,smoothed_cli,2020-10-26,,2020-10-31,5,0.7704024,0.120388,4250.0036,state,fb-survey
41,sd,smoothed_cli,2020-10-26,,2020-10-31,5,1.6867051,0.3757837,955.5277,state,fb-survey
42,tn,smoothed_cli,2020-10-26,,2020-10-31,5,1.0273882,0.125324,5090.5557,state,fb-survey
43,tx,smoothed_cli,2020-10-26,,2020-10-31,5,0.9961491,0.0701733,15588.0285,state,fb-survey
44,ut,smoothed_cli,2020-10-26,,2020-10-31,5,1.256153,0.1950556,2513.0216,state,fb-survey
45,va,smoothed_cli,2020-10-26,,2020-10-31,5,0.6863301,0.0906095,6233.6927,state,fb-survey
46,vt,smoothed_cli,2020-10-26,,2020-10-31,5,0.2771761,0.1448415,792.0012,state,fb-survey
47,wa,smoothed_cli,2020-10-26,,2020-10-31,5,0.4484671,0.0772966,5954.9608,state,fb-survey
48,wi,smoothed_cli,2020-10-26,,2020-10-31,5,1.0084984,0.1236652,5296.004,state,fb-survey
49,wv,smoothed_cli,2020-10-26,,2020-10-31,5,1.0152495,0.2115126,1868.153,state,fb-survey
50,wy,smoothed_cli,2020-10-26,,2020-10-31,5,1.6142029,0.4301357,657.9651,state,fb-survey
0,ak,smoothed_cli,2020-10-27,,2020-11-01,5,1.0740056,0.3489512,744.0,state,fb-survey
1,al,smoothed_cli,2020-10-27,,2020-11-01,5,1.2418076,0.1786939,3001.0681,state,fb-survey
2,ar,smoothed_cli,2020-10-27,,2020-11-01,5,1.1088802,0.1979222,2233.3227,state,fb-survey
3,az,smoothed_cli,2020-10-27,,2020-11-01,5,0.557926,0.0955509,4416.5844,state,fb-survey
4,ca,smoothed_cli,2020-10-27,,2020-11-01,5,0.5494585,0.0513057,16433.268,state,fb-survey
5,co,smoothed_cli,2020-10-27,,2020-11-01,5,0.6435257,0.1036055,4342.8771,state,fb-survey
6,ct,smoothed_cli,2020-10-27,,2020-11-01,5,0.5347567,0.1132627,3364.0,state,fb-survey
7,dc,smoothed_cli,2020-10-27,,2020-11-01,5,0.2369668,0.2638097,422.0,state,fb-survey
8,de,smoothed_cli,2020-10-27,,2020-11-01,5,0.3922694,0.1982862,871.0,state,fb-survey
9,fl,smoothed_cli,2020-10-27,,2020-11-01,5,0.6147346,0.0592263,13866.9996,state,fb-survey
10,ga,smoothed_cli,2020-10-27,,2020-11-01,5,0.6684892,0.0946384,5516.9465,state,fb-survey
11,hi,smoothed_cli,2020-10-27,,2020-11-01,5,0.5514706,0.2555353,816.0,state,fb-survey
12,ia,smoothed_cli,2020-10-27,,2020-11-01,5,1.0030031,0.163792,3113.181,state,fb-survey
13,id,smoothed_cli,2020-10-27,,2020-11-01,5,1.3164403,0.2436766,1751.7566,state,fb-survey
14,il,smoothed_cli,2020-10-27,,2020-11-01,5,0.7291482,0.0791431,9417.0225,state,fb-survey
15,in,smoothed_cli,2020-10-27,,2020-11-01,5,1.0553681,0.122953,5421.0063,state,fb-survey
16,ks,smoothed_cli,2020-10-27,,2020-11-01,5,0.874849,0.166632,2448.03,state,fb-survey
17,ky,smoothed_cli,2020-10-27,,2020-11-01,5,0.7230314,0.1238272,3431.0588,state,fb-survey
18,la,smoothed_cli,2020-10-27,,2020-11-01,5,0.7898632,0.1438289,2927.1835,state,fb-survey
19,ma,smoothed_cli,2020-10-27,,2020-11-01,5,0.480502,0.0945088,4367.01,state,fb-survey
20,md,smoothed_cli,2020-10-27,,2020-11-01,5,0.3098716,0.0775061,3356.9975,state,fb-survey
21,me,smoothed_cli,2020-10-27,,2020-11-01,5,0.647597,0.184425,1512.0,state,fb-survey
22,mi,smoothed_cli,2020-10-27,,2020-11-01,5,0.722608,0.0779176,8662.0227,state,fb-survey
23,mn,smoothed_cli,2020-10-27,,2020-11-01,5,0.7967377,0.1286503,3959.1974,state,fb-survey
24,mo,smoothed_cli,2020-10-27,,2020-11-01,5,1.1717255,0.1488237,4364.729,state,fb-survey
25,ms,smoothed_cli,2020-10-27,,2020-11-01,5,1.0435477,0.1946087,1953.3886,state,fb-survey
26,mt,smoothed_cli,2020-10-27,,2020-11-01,5,1.815243,0.3398945,1339.181,state,fb-survey
27,nc,smoothed_cli,2020-10-27,,2020-11-01,5,0.5863651,0.0811261,7035.0062,state,fb-survey
28,nd,smoothed_cli,2020-10-27,,2020-11-01,5,2.4751617,0.5282526,761.7329,state,fb-survey
29,ne,smoothed_cli,2020-10-27,,2020-11-01,5,1.6338238,0.274251,1680.747,state,fb-survey
30,nh,smoothed_cli,2020-10-27,,2020-11-01,5,0.3665814,0.1257251,1564.0,state,fb-survey
31,nj,smoothed_cli,2020-10-27,,2020-11-01,5,0.4064854,0.0793067,5122.9987,state,fb-survey
32,nm,smoothed_cli,2020-10-27,,2020-11-01,5,1.0064107,0.2163885,1745.5106,state,fb-survey
33,nv,smoothed_cli,2020-10-27,,2020-11-01,5,0.8557596,0.2070842,1599.0393,state,fb-survey
34,ny,smoothed_cli,2020-10-27,,2020-11-01,5,0.3100179,0.0489782,10468.9998,state,fb-survey
35,oh,smoothed_cli,2020-10-27,,2020-11-01,5,0.7243732,0.0759648,9151.9991,state,fb-survey
36,ok,smoothed_cli,2020-10-27,,2020-11-01,5,1.1963394,0.1665536,3334.0538,state,fb-survey
37,or,smoothed_cli,2020-10-27,,2020-11-01,5,0.4021415,0.0899712,3599.0772,state,fb-survey
38,pa,smoothed_cli,2020-10-27,,2020-11-01,5,0.6008252,0.0699728,9737.006,state,fb-survey
39,ri,smoothed_cli,2020-10-27,,2020-11-01,5,0.5740999,0.2225221,928.99,state,fb-survey
40,sc,smoothed_cli,2020-10-27,,2020-11-01,5,0.7658425,0.1212084,4090.0033,state,fb-survey
41,sd,smoothed_cli,2020-10-27,,2020-11-01,5,2.0345012,0.4298497,898.5298,state,fb-survey
42,tn,smoothed_cli,2020-10-27,,2020-11-01,5,0.9799372,0.1262047,4894.9349,state,fb-survey
43,tx,smoothed_cli,2020-10-27,,2020-11-01,5,1.0575243,0.073727,15120.0264,state,fb-survey
44,ut,smoothed_cli,2020-10-27,,2020-11-01,5,1.2282222,0.1969189,2408.0216,state,fb-survey
45,va,smoothed_cli,2020-10-27,,2020-11-01,5,0.7437395,0.096932,5988.369,state,fb-survey
46,vt,smoothed_cli,2020-10-27,,2020-11-01,5,0.2888467,0.1509108,760.0012,state,fb-survey
47,wa,smoothed_cli,2020-10-27,,2020-11-01,5,0.5055509,0.0852659,5636.9606,state,fb-survey
48,wi,smoothed_cli,2020-10-27,,2020-11-01,5,1.0186497,0.1260633,5059.9762,state,fb-survey
49,wv,smoothed_cli,2020-10-27,,2020-11-01,5,0.9341386,0.2012938,1875.1532,state,fb-survey
50,wy,smoothed_cli,2020-10-27,,2020-11-01,5,1.6858211,0.4536294,634.9599,state,fb-survey
0,ak,smoothed_cli,2020-10-28,,2020-11-02,5,0.8401966,0.3223161,713.0,state,fb-survey
1,al,smoothed_cli,2020-10-28,,2020-11-02,5,1.0653179,0.1720153,2841.0658,state,fb-survey
2,ar,smoothed_cli,2020-10-28,,2020-11-02,5,0.956028,0.186181,2151.3278,state,fb-survey
3,az,smoothed_cli,2020-10-28,,2020-11-02,5,0.5727982,0.101697,4197.1382,state,fb-survey
4,ca,smoothed_cli,2020-10-28,,2020-11-02,5,0.56036,0.0530604,15706.2708,state,fb-survey
5,co,smoothed_cli,2020-10-28,,2020-11-02,5,0.6458301,0.1070971,4165.9074,state,fb-survey
6,ct,smoothed_cli,2020-10-28,,2020-11-02,5,0.5187342,0.1128259,3243.0,state,fb-survey
7,dc,smoothed_cli,2020-10-28,,2020-11-02,5,0.2439024,0.2714971,410.0,state,fb-survey
8,de,smoothed_cli,2020-10-28,,2020-11-02,5,0.3869135,0.1955887,883.0073,state,fb-survey
9,fl,smoothed_cli,2020-10-28,,2020-11-02,5,0.657158,0.0630618,13190.9995,state,fb-survey
10,ga,smoothed_cli,2020-10-28,,2020-11-02,5,0.6170492,0.0945608,5186.9474,state,fb-survey
11,hi,smoothed_cli,2020-10-28,,2020-11-02,5,0.5639098,0.2612716,798.0,state,fb-survey
12,ia,smoothed_cli,2020-10-28,,2020-11-02,5,0.9726229,0.1638244,2944.2599,state,fb-survey
13,id,smoothed_cli,2020-10-28,,2020-11-02,5,1.2853321,0.2506936,1686.5895,state,fb-survey
14,il,smoothed_cli,2020-10-28,,2020-11-02,5,0.7555858,0.0818441,9125.0226,state,fb-survey
15,in,smoothed_cli,2020-10-28,,2020-11-02,5,0.981804,0.1207826,5185.0038,state,fb-survey
16,ks,smoothed_cli,2020-10-28,,2020-11-02,5,0.8582765,0.1648426,2340.0004,state,fb-survey
17,ky,smoothed_cli,2020-10-28,,2020-11-02,5,0.6930079,0.1214108,3267.059,state,fb-survey
18,la,smoothed_cli,2020-10-28,,2020-11-02,5,0.816558,0.1537233,2766.184,state,fb-survey
19,ma,smoothed_cli,2020-10-28,,2020-11-02,5,0.4233629,0.089751,4257.01,state,fb-survey
20,md,smoothed_cli,2020-10-28,,2020-11-02,5,0.3498943,0.0865402,3234.9901,state,fb-survey
21,me,smoothed_cli,2020-10-28,,2020-11-02,5,0.5194444,0.1535244,1500.0,state,fb-survey
22,mi,smoothed_cli,2020-10-28,,2020-11-02,5,0.7470592,0.0807457,8432.0232,state,fb-survey
23,mn,smoothed_cli,2020-10-28,,2020-11-02,5,0.6601677,0.1180211,3770.8478,state,fb-survey
24,mo,smoothed_cli,2020-10-28,,2020-11-02,5,1.0964046,0.1491231,4179.7234,state,fb-survey
25,ms,smoothed_cli,2020-10-28,,2020-11-02,5,1.109361,0.208267,1851.0764,state,fb-survey
26,mt,smoothed_cli,2020-10-28,,2020-11-02,5,2.0569991,0.366813,1315.3967,state,fb-survey
27,nc,smoothed_cli,2020-10-28,,2020-11-02,5,0.5710916,0.080916,6835.0067,state,fb-survey
28,nd,smoothed_cli,2020-10-28,,2020-11-02,5,2.1564986,0.4920401,754.516,state,fb-survey
29,ne,smoothed_cli,2020-10-28,,2020-11-02,5,1.4423541,0.2634518,1617.712,state,fb-survey
30,nh,smoothed_cli,2020-10-28,,2020-11-02,5,0.3407118,0.115012,1536.0,state,fb-survey
31,nj,smoothed_cli,2020-10-28,,2020-11-02,5,0.4138369,0.0802653,4930.9986,state,fb-survey
32,nm,smoothed_cli,2020-10-28,,2020-11-02,5,0.881392,0.2055873,1686.8372,state,fb-survey
33,nv,smoothed_cli,2020-10-28,,2020-11-02,5,0.8231355,0.2093875,1500.4561,state,fb-survey
34,ny,smoothed_cli,2020-10-28,,2020-11-02,5,0.3487123,0.0532169,10039.9997,state,fb-survey
35,oh,smoothed_cli,2020-10-28,,2020-11-02,5,0.714114,0.0770998,8679.0013,state,fb-survey
36,ok,smoothed_cli,2020-10-28,,2020-11-02,5,1.1503524,0.1689508,3150.0534,state,fb-survey
37,or,smoothed_cli,2020-10-28,,2020-11-02,5,0.3425092,0.083707,3376.8199,state,fb-survey
38,pa,smoothed_cli,2020-10-28,,2020-11-02,5,0.6089767,0.0724194,9312.0049,state,fb-survey
39,ri,smoothed_cli,2020-10-28,,2020-11-02,5,0.7928009,0.2590217,924.99,state,fb-survey
40,sc,smoothed_cli,2020-10-28,,2020-11-02,5,0.7470988,0.1215656,3929.0022,state,fb-survey
41,sd,smoothed_cli,2020-10-28,,2020-11-02,5,2.0601787,0.4461766,877.8567,state,fb-survey
42,tn,smoothed_cli,2020-10-28,,2020-11-02,5,0.9353412,0.1241826,4714.9353,state,fb-survey
43,tx,smoothed_cli,2020-10-28,,2020-11-02,5,0.980531,0.0729506,14423.0241,state,fb-survey
44,ut,smoothed_cli,2020-10-28,,2020-11-02,5,1.118865,0.1948825,2323.1139,state,fb-survey
45,va,smoothed_cli,2020-10-28,,2020-11-02,5,0.7319931,0.0992579,5776.0093,state,fb-survey
46,vt,smoothed_cli,2020-10-28,,2020-11-02,5,0.7136305,0.283919,728.0012,state,fb-survey
47,wa,smoothed_cli,2020-10-28,,2020-11-02,5,0.5160094,0.087849,5357.966,state,fb-survey
48,wi,smoothed_cli,2020-10-28,,2020-11-02,5,0.90718,0.1201593,4863.9757,state,fb-survey
49,wv,smoothed_cli,2020-10-28,,2020-11-02,5,0.9499789,0.2121495,1813.1034,state,fb-survey
50,wy,smoothed_cli,2020-10-28,,2020-11-02,5,1.5292071,0.4434231,601.9695,state,fb-survey
0,ak,smoothed_cli,2020-10-29,,2020-11-03,5,1.0087448,0.3609305,693.0,state,fb-survey
1,al,smoothed_cli,2020-10-29,,2020-11-03,5,1.1665038,0.1872046,2636.0607,state,fb-survey
2,ar,smoothed_cli,2020-10-29,,2020-11-03,5,1.0697094,0.2020596,2047.3765,state,fb-survey
3,az,smoothed_cli,2020-10-29,,2020-11-03,5,0.5743464,0.1073255,3961.1382,state,fb-survey
4,ca,smoothed_cli,2020-10-29,,2020-11-03,5,0.5527949,0.0538743,14958.2114,state,fb-survey
5,co,smoothed_cli,2020-10-29,,2020-11-03,5,0.6478988,0.1114891,4001.9373,state,fb-survey
6,ct,smoothed_cli,2020-10-29,,2020-11-03,5,0.4381702,0.1067856,3147.0,state,fb-survey
7,dc,smoothed_cli,2020-10-29,,2020-11-03,5,0.0,0.1253133,398.0,state,fb-survey
8,de,smoothed_cli,2020-10-29,,2020-11-03,5,0.4207129,0.2125993,812.0146,state,fb-survey
9,fl,smoothed_cli,2020-10-29,,2020-11-03,5,0.6513089,0.0644966,12600.9989,state,fb-survey
10,ga,smoothed_cli,2020-10-29,,2020-11-03,5,0.5931461,0.0972739,4834.9531,state,fb-survey
11,hi,smoothed_cli,2020-10-29,,2020-11-03,5,0.5836576,0.2703757,771.0,state,fb-survey
12,ia,smoothed_cli,2020-10-29,,2020-11-03,5,1.0049277,0.1680703,2788.2462,state,fb-survey
13,id,smoothed_cli,2020-10-29,,2020-11-03,5,1.3949169,0.262409,1624.598,state,fb-survey
14,il,smoothed_cli,2020-10-29,,2020-11-03,5,0.8363894,0.0884261,8728.0223,state,fb-survey
15,in,smoothed_cli,2020-10-29,,2020-11-03,5,0.9334541,0.1191723,4884.0039,state,fb-survey
16,ks,smoothed_cli,2020-10-29,,2020-11-03,5,0.7593531,0.1600972,2241.0002,state,fb-survey
17,ky,smoothed_cli,2020-10-29,,2020-11-03,5,0.7280101,0.1309183,3071.0573,state,fb-survey
18,la,smoothed_cli,2020-10-29,,2020-11-03,5,0.799661,0.1593117,2589.9982,state,fb-survey
19,ma,smoothed_cli,2020-10-29,,2020-11-03,5,0.4265644,0.0895642,4157.008,state,fb-survey
20,md,smoothed_cli,2020-10-29,,2020-11-03,5,0.2978317,0.0845326,3100.9831,state,fb-survey
21,me,smoothed_cli,2020-10-29,,2020-11-03,5,0.5219146,0.1584396,1445.0,state,fb-survey
22,mi,smoothed_cli,2020-10-29,,2020-11-03,5,0.7402741,0.0820741,8045.0224,state,fb-survey
23,mn,smoothed_cli,2020-10-29,,2020-11-03,5,0.7066352,0.1258791,3594.5561,state,fb-survey
24,mo,smoothed_cli,2020-10-29,,2020-11-03,5,1.1459411,0.1560358,3924.8599,state,fb-survey
25,ms,smoothed_cli,2020-10-29,,2020-11-03,5,1.2604715,0.2334454,1678.9839,state,fb-survey
26,mt,smoothed_cli,2020-10-29,,2020-11-03,5,2.077257,0.3786572,1254.6542,state,fb-survey
27,nc,smoothed_cli,2020-10-29,,2020-11-03,5,0.5594481,0.0833974,6462.007,state,fb-survey
28,nd,smoothed_cli,2020-10-29,,2020-11-03,5,2.4577167,0.5458949,706.1822,state,fb-survey
29,ne,smoothed_cli,2020-10-29,,2020-11-03,5,1.3477806,0.2620183,1540.7803,state,fb-survey
30,nh,smoothed_cli,2020-10-29,,2020-11-03,5,0.3651557,0.1219639,1456.0,state,fb-survey
31,nj,smoothed_cli,2020-10-29,,2020-11-03,5,0.4511417,0.0883934,4755.9987,state,fb-survey
32,nm,smoothed_cli,2020-10-29,,2020-11-03,5,0.7929388,0.2021054,1559.8054,state,fb-survey
33,nv,smoothed_cli,2020-10-29,,2020-11-03,5,0.879692,0.2250123,1430.5155,state,fb-survey
34,ny,smoothed_cli,2020-10-29,,2020-11-03,5,0.3647297,0.0562047,9477.9996,state,fb-survey
35,oh,smoothed_cli,2020-10-29,,2020-11-03,5,0.7324725,0.0798817,8336.0017,state,fb-survey
36,ok,smoothed_cli,2020-10-29,,2020-11-03,5,1.2370171,0.1835232,2932.0538,state,fb-survey
37,or,smoothed_cli,2020-10-29,,2020-11-03,5,0.4298892,0.0985426,3213.8139,state,fb-survey
38,pa,smoothed_cli,2020-10-29,,2020-11-03,5,0.5650845,0.070636,8887.005,state,fb-survey
39,ri,smoothed_cli,2020-10-29,,2020-11-03,5,0.7756197,0.2562141,923.992,state,fb-survey
40,sc,smoothed_cli,2020-10-29,,2020-11-03,5,0.769931,0.1258779,3744.0019,state,fb-survey
41,sd,smoothed_cli,2020-10-29,,2020-11-03,5,1.8072701,0.4285967,844.1506,state,fb-survey
42,tn,smoothed_cli,2020-10-29,,2020-11-03,5,1.0237372,0.134528,4492.925,state,fb-survey
43,tx,smoothed_cli,2020-10-29,,2020-11-03,5,0.9819652,0.075772,13569.0258,state,fb-survey
44,ut,smoothed_cli,2020-10-29,,2020-11-03,5,1.0649568,0.1909609,2225.1115,state,fb-survey
45,va,smoothed_cli,2020-10-29,,2020-11-03,5,0.5179768,0.0840401,5542.3299,state,fb-survey
